call_id,call_datetime,agent_id,country,campaign_id,lead_id,attempt_number,dialer_status,talk_seconds,wrap_seconds,disposition,recording_flag
CALLVDL63U14XU,2025-07-13T16:45:15,AGB2RH73,ZM,CAMPJIUJV6OH,LEADT11F9I6U,1,NO_ANSWER,0,0,,Y
CALLJEE3D44LXL,2025-07-13T17:03:57,AG9DVELY,ZM,CAMPJIUJV6OH,LEADAGHKE79E,2,NO_ANSWER,0,0,,N
CALLOOYVGSUVQ3,2025-07-13T17:09:18,AGRBLB8T,UG,CAMPIBLJH75L,LEADMZOIM2CA,3,CONNECTED,16,24,,Y
CALLIFCXAV4NG4,2025-07-13T17:20:14,AGMRQP94,ZM,CAMPJIUJV6OH,LEADMLW2EK0B,1,CONNECTED,19,8,WRONG_NUMBER,Y
CALLLBMK5DPLOS,2025-07-13T17:32:33,AG0BJHPP,UG,CAMPIBLJH75L,LEADS1G9EU81,2,NO_ANSWER,0,0,,Y
CALLIZ4DEEYVHA,2025-07-13T17:50:56,AGRDDN7P,KE,CAMPPQK51FPK,LEADDCA75LD7,1,BUSY,0,0,,Y
CALLVEYXFUVSKK,2025-07-13T17:56:29,AGV1FFOF,GH,CAMP4V30T9NT,LEAD2O83RLKT,3,NO_ANSWER,0,0,,Y
CALL0FMTB02BLC,2025-07-13T18:02:22,AGSOAVA6,KE,CAMPXEPQ85JS,LEADQG716GNE,1,BUSY,0,0,,Y
CALLLSGMWRVPR7,2025-07-13T18:09:12,AG8Y3ON2,KE,CAMPPQK51FPK,LEADEZ6IZ8ER,1,NO_ANSWER,0,0,,Y
CALL006IAJ8JR7,2025-07-13T18:13:42,AGHZEDCJ,KE,CAMPLC58DRC1,LEAD6OQE09O8,1,NO_ANSWER,0,0,,N
CALLRM9YQIN3B7,2025-07-13T18:27:13,AG2TPX4L,GH,CAMPX1945NQ4,LEAD1UOAA2QY,2,ABANDONED,0,0,,N
CALLMF9JCGPJIC,2025-07-13T18:38:55,AGYQO89L,ZM,CAMPJIUJV6OH,LEADX5FL2MOX,3,NO_ANSWER,0,0,,Y
CALLYXSWWKRPC3,2025-07-13T18:49:21,AG9ZQNKY,KE,CAMPLC58DRC1,LEADGC50I32B,1,CONNECTED,108,5,NOT_INTERESTED,Y
CALLVIVCJPI0HQ,2025-07-13T18:51:14,AGN8Z79N,GH,CAMP4V30T9NT,LEAD3NOZ7QMJ,1,NO_ANSWER,0,0,,Y
CALLONA6I2EHPB,2025-07-13T19:02:41,AGX09LPX,KE,CAMPPQK51FPK,LEADC56T4UFE,2,NO_ANSWER,0,0,,Y
CALLJOF4N29O56,2025-07-13T19:03:03,AGZAQ3UZ,UG,CAMPIBLJH75L,LEAD417VF0JQ,1,CONNECTED,53,14,NOT_INTERESTED,Y
CALL4A3NDPYN89,2025-07-13T19:11:35,AGRDDN7P,KE,CAMPPQK51FPK,LEADYNTL2UG0,1,CONNECTED,89,12,OTHER,Y
CALL8DP41YSXLE,2025-07-13T19:16:11,AGX09LPX,UG,CAMPJ5PHT0HL,LEAD7VMVWJMV,1,BUSY,0,0,,Y
CALLPKCMQFQGLX,2025-07-13T19:36:16,AGAWRHQS,UG,CAMPJ5PHT0HL,LEAD9IER7U8H,4,CONNECTED,28,23,CALLBACK,Y
CALLB0IC1KXGJW,2025-07-13T19:43:45,AGPCX1AV,ZM,CAMPJIUJV6OH,LEADB8C7X0H3,1,CONNECTED,15,97,,Y
CALLSM58HWE8E3,2025-07-13T19:45:10,AGGV3WAG,KE,CAMPXEPQ85JS,LEADTZJ2L72V,1,CONNECTED,167,5,SALE,Y
CALLGT82MY5LRX,2025-07-13T19:56:19,AGIPG6A2,ZM,CAMPJIUJV6OH,LEADMC5S3OFA,4,CONNECTED,35,12,NOT_INTERESTED,Y
CALLEA36EH1WDT,2025-07-13T20:04:40,AGHJQMQU,KE,CAMPPQK51FPK,LEAD78CUHCZT,3,RING,0,0,,Y
CALLEF8HVT9MB5,2025-07-13T20:59:58,AGFOL4VF,ZM,CAMPW2PCN9T8,LEADF313FPOY,3,NO_ANSWER,0,0,,Y
CALLZEY6QMJQ0H,2025-07-13T21:02:47,AGZAQ3UZ,UG,CAMPJ5PHT0HL,LEAD5SYWP0RX,2,BUSY,0,0,,Y
CALLFMBQ72LEA6,2025-07-13T21:06:14,AG4HKSHR,UG,CAMPJ5PHT0HL,LEADK6YULND7,5,NO_ANSWER,0,0,,Y
CALLBQDGWHF200,2025-07-13T21:24:30,AG89NZHQ,UG,CAMPJ5PHT0HL,LEADPXU7B6NB,2,CONNECTED,36,5,,Y
CALLEZCMGWIF20,2025-07-13T21:30:33,AGGPP3SU,GH,CAMP4V30T9NT,LEAD9GM51QD4,3,NO_ANSWER,0,0,,Y
CALLQE3MEB7HA3,2025-07-13T21:34:19,AGMRQP94,GH,CAMPX1945NQ4,LEADJS18L9GJ,2,NO_ANSWER,0,0,,Y
CALLDIZ98XL85F,2025-07-13T22:07:38,AGLSXJXR,ZM,CAMPJIUJV6OH,LEADZQYAHULW,1,CONNECTED,70,6,NOT_INTERESTED,Y
CALLOBBGNM5JO5,2025-07-13T22:17:09,AGIT6YA0,KE,CAMPFD0TVBDI,LEADF73GGAYB,2,CONNECTED,145,14,,Y
CALLUCU6SYVUVO,2025-07-13T22:55:50,AGPUZHHO,ZM,CAMPJIUJV6OH,LEADZYMUZZO1,1,ABANDONED,0,0,,N
CALL3WUK91W0FQ,2025-07-13T23:18:12,AGZTI89U,UG,CAMPJ5PHT0HL,LEADQK820PS5,4,NO_ANSWER,0,0,,Y
CALLFZNTKKAITU,2025-07-13T23:30:28,AGN385C6,ZM,CAMPW2PCN9T8,LEAD7UWW5WFC,5,NO_ANSWER,0,0,,Y
CALLYF8Z1R505S,2025-07-13T23:36:11,AGC3V8MO,KE,CAMPLC58DRC1,LEADYPVBNHI6,1,ABANDONED,0,0,,Y
CALLZ6WJAJOWLD,2025-07-13T23:36:32,AGG7V6TV,UG,CAMPIBLJH75L,LEAD4H4KFTCD,1,NO_ANSWER,0,0,,Y
CALL0ILA3Z9QHJ,2025-07-13T23:45:05,AGO7NQR3,GH,CAMP4V30T9NT,LEADA45HVGOX,3,CONNECTED,139,46,CALLBACK,Y
CALLGX5BE8BM6H,2025-07-13T23:51:17,AGFOL4VF,ZM,CAMPJIUJV6OH,LEADRVORK1DJ,2,NO_ANSWER,0,0,,Y
CALLV3QOMZFOPD,2025-07-13T23:54:17,AG29EUQ3,ZM,CAMPJIUJV6OH,LEAD07VO79I3,2,CONNECTED,32,14,CALLBACK,Y
CALL7DKQNHVYMQ,2025-07-14T00:09:01,AG9ZQNKY,GH,CAMP7XVG0FN9,LEADG8O8G8HZ,2,ABANDONED,0,0,,Y
CALLWX46TTZ5QK,2025-07-14T00:22:21,AG81GX5Y,UG,CAMPIBLJH75L,LEAD3DZXLRGN,2,ABANDONED,0,0,,Y
CALLYHOGQN8TM2,2025-07-14T00:41:44,AGGV3WAG,KE,CAMPVF1T2TAL,LEAD3ACZSX0G,2,CONNECTED,91,5,NOT_INTERESTED,Y
CALLPM3H1BAS2X,2025-07-14T00:43:34,AGGJN567,KE,CAMPXEPQ85JS,LEADZEGBL2QG,2,CONNECTED,10,76,WRONG_NUMBER,Y
CALL1ELOEL12SF,2025-07-14T01:09:32,AGQMBBXD,UG,CAMPJ5PHT0HL,LEAD0ODWMQX5,2,CONNECTED,438,60,WRONG_NUMBER,Y
CALLGGIMWL6WYP,2025-07-14T01:25:26,AGN8S7YV,KE,CAMPXEPQ85JS,LEAD6S5NKB4E,2,CONNECTED,55,9,WRONG_NUMBER,Y
CALLPQZZ0IB8FY,2025-07-14T01:29:21,AG3X9DW7,KE,CAMPPQK51FPK,LEAD6QJ2ONVE,2,ABANDONED,0,0,,N
CALL5TMGYKBV19,2025-07-14T01:36:07,AGJAZF74,UG,CAMPJ5PHT0HL,LEADVWPVS7HZ,2,CONNECTED,16,20,CALLBACK,Y
CALLSYFB8CX9XS,2025-07-14T01:51:08,AGO1XQOV,KE,CAMPFD0TVBDI,LEAD8YOFVYG7,2,CONNECTED,193,51,,Y
CALLZPO0ZSRQL0,2025-07-14T02:05:29,AG5U2691,UG,CAMPIBLJH75L,LEADX8BM92H3,2,CONNECTED,27,7,NOT_INTERESTED,Y
CALLB5ZNOOY628,2025-07-14T02:15:54,AGG7V6TV,UG,CAMPJ5PHT0HL,LEADIFA2LR9P,1,NO_ANSWER,0,0,,Y
CALLE90P8QTDNN,2025-07-14T02:28:26,AGGRRQ01,GH,CAMPX1945NQ4,LEADWGABTGDJ,3,CONNECTED,101,26,WRONG_NUMBER,Y
CALL8YHGSHM49X,2025-07-14T02:34:19,AGQMBBXD,UG,CAMPJ5PHT0HL,LEADEHC2YIX7,4,NO_ANSWER,0,0,,Y
CALLC7NY6V9MCJ,2025-07-14T02:55:47,AGRBLB8T,UG,CAMPJ5PHT0HL,LEADEJX5TD44,2,NO_ANSWER,0,0,,Y
CALLZ4X88HO5DE,2025-07-14T03:07:27,AGPUZHHO,ZM,CAMPJIUJV6OH,LEADAEEX6IV9,1,BUSY,0,0,,Y
CALLPQJFC7P7RG,2025-07-14T03:21:54,AGIMNSCH,KE,CAMPFD0TVBDI,LEADOAR4G58O,1,RING,0,0,,Y
CALLCBY3JRD7HJ,2025-07-14T03:29:14,AGHJQMQU,KE,CAMPPQK51FPK,LEADK0Q929U6,1,NO_ANSWER,0,0,,Y
CALLUYZX0JU9X8,2025-07-14T03:54:04,AGR0DHAM,GH,CAMP7XVG0FN9,LEAD62VL1TKU,1,RING,0,0,,Y
CALLDIY03PG0MG,2025-07-14T04:02:09,AGQRNV3H,ZM,CAMPJIUJV6OH,LEADOF0HKARP,2,NO_ANSWER,0,0,,Y
CALLV0FHSOI58B,2025-07-14T04:12:08,AGZPEUWD,KE,CAMPVF1T2TAL,LEADJUVPCVV5,1,ABANDONED,0,0,,Y
CALLXVAGW8N4KO,2025-07-14T04:16:26,AGPCX1AV,ZM,CAMPJIUJV6OH,LEADEWXQPF0Q,3,NO_ANSWER,0,0,,Y
CALLGGQUSN40MV,2025-07-14T04:17:47,AG8GX8M8,KE,CAMPFD0TVBDI,LEAD7KI3X799,2,CONNECTED,110,13,WRONG_NUMBER,Y
CALLVVCCL07OMP,2025-07-14T04:26:23,AG8Y3ON2,GH,CAMP4V30T9NT,LEADRIG7JVDI,2,CONNECTED,22,57,CALLBACK,Y
CALLB3JGZ7NCWR,2025-07-14T04:34:08,AGVRO5X1,ZM,CAMPW2PCN9T8,LEAD1K7F5OA3,5,CONNECTED,53,50,NOT_INTERESTED,Y
CALLZ9KNDX6KKO,2025-07-14T04:37:16,AG456H95,ZM,CAMPJIUJV6OH,LEADTVCE3SKS,1,ABANDONED,0,0,,Y
CALL2Z66TMI4RY,2025-07-14T04:40:51,AGPCX1AV,ZM,CAMPJIUJV6OH,LEADMKGXUKQ0,2,RING,0,0,,Y
CALLRE6ZJFXCL1,2025-07-14T04:42:26,AG3R2DXJ,ZM,CAMPJIUJV6OH,LEAD8GUUCM5F,2,NO_ANSWER,0,0,,Y
CALL0JJ6C6VGCO,2025-07-14T05:13:44,AGPCX1AV,ZM,CAMPW2PCN9T8,LEADOJ3E0QQX,1,NO_ANSWER,0,0,,Y
CALL1YNXULLRC1,2025-07-14T05:33:21,AG8Y3ON2,UG,CAMPJ5PHT0HL,LEADDPFSSBJD,1,NO_ANSWER,0,0,,N
CALLMQXU0GLI6E,2025-07-14T05:51:24,AGB2RH73,ZM,CAMPW2PCN9T8,LEADVBYEZD43,5,NO_ANSWER,0,0,,Y
CALLR5DUSCR8VO,2025-07-14T06:31:14,AG80ZWVH,UG,CAMPIBLJH75L,LEAD8G1A0774,5,NO_ANSWER,0,0,,Y
CALLPT8YCEQQL8,2025-07-14T06:56:07,AGSOAVA6,KE,CAMPVF1T2TAL,LEADGGACSQNB,3,ABANDONED,0,0,,N
CALL2CC95JYQUC,2025-07-14T06:59:38,AG69XP7S,KE,CAMPXEPQ85JS,LEADGGACSQNB,3,NO_ANSWER,0,0,,Y
CALLTYJH41HT4N,2025-07-14T07:01:12,AGYK7E31,GH,CAMP4V30T9NT,LEADD8H4ZPAT,5,CONNECTED,33,5,WRONG_NUMBER,Y
CALLOFXT3AAZBC,2025-07-14T07:05:16,AGLSXJXR,GH,CAMP7XVG0FN9,LEADXSY4VY32,2,CONNECTED,156,87,SALE,Y
CALLDC20YYZK2X,2025-07-14T07:06:29,AGFASEMU,UG,CAMPJ5PHT0HL,LEADGFU8IOGX,7,NO_ANSWER,0,0,,Y
CALL98DOXTUK9K,2025-07-14T07:24:35,AG5HFSH6,KE,CAMPFD0TVBDI,LEADFCL5EFJP,1,CONNECTED,31,11,NOT_INTERESTED,Y
CALLW8VTDJ91HF,2025-07-14T07:26:05,AGNADA1K,KE,CAMPPQK51FPK,LEADNJMVRYDC,1,CONNECTED,128,21,CALLBACK,Y
CALLGJ8GI6628G,2025-07-14T07:34:02,AG80ZWVH,UG,CAMPJ5PHT0HL,LEAD87XW69HZ,2,NO_ANSWER,0,0,,Y
CALLU8E028Y95C,2025-07-14T07:38:20,AGJAZF74,KE,CAMPXEPQ85JS,LEAD2YMPYI46,2,CONNECTED,119,43,NOT_INTERESTED,N
CALLOQHD73MEYY,2025-07-14T08:23:53,AGN385C6,UG,CAMPJ5PHT0HL,LEAD6QEPYOHA,2,BUSY,0,0,,Y
CALLTSCV3DCRPE,2025-07-14T08:27:46,AGHV163D,ZM,CAMPJIUJV6OH,LEADDNF4X13Q,2,NO_ANSWER,0,0,,Y
CALLLTMWKGGQ7T,2025-07-14T08:28:34,AGABCZ7E,GH,CAMP4V30T9NT,LEADXB94PDZP,3,CONNECTED,109,5,NOT_INTERESTED,Y
CALLQ7UVWEV1ZY,2025-07-14T08:33:43,AGABCZ7E,KE,CAMPFD0TVBDI,LEADGL9FWVVS,1,CONNECTED,31,22,NOT_INTERESTED,N
CALL4784NZD2A1,2025-07-14T09:10:21,AGVEKT47,UG,CAMPIBLJH75L,LEADTYLPW71V,3,NO_ANSWER,0,0,,Y
CALL3SBGTSVLUO,2025-07-14T09:37:49,AGVAD5MA,UG,CAMPIBLJH75L,LEADLNKKUO4J,3,ABANDONED,0,0,,Y
CALL3ZRG46QL6C,2025-07-14T10:12:22,AG0BJHPP,UG,CAMPIBLJH75L,LEADVHMYGTY3,7,CONNECTED,96,22,OTHER,Y
CALLFK33H6Z1TG,2025-07-14T10:30:37,AGTS03L3,GH,CAMP4V30T9NT,LEADXJN6FOKZ,4,NO_ANSWER,0,0,,Y
CALLDBG73V5THY,2025-07-14T10:34:23,AGNADA1K,UG,CAMPIBLJH75L,LEAD0HRQSU95,2,CONNECTED,103,16,NOT_INTERESTED,Y
CALL1JAYKY8U2O,2025-07-14T11:31:39,AGR0DHAM,GH,CAMPX1945NQ4,LEADJD2V1L1V,1,BUSY,0,0,,Y
CALLI7V6CSSYZL,2025-07-14T11:40:39,AG80ZWVH,UG,CAMPIBLJH75L,LEADLQGA3QUP,2,NO_ANSWER,0,0,,Y
CALLS1MJBT2AXB,2025-07-14T11:43:51,AGHJQMQU,KE,CAMPXEPQ85JS,LEADPI1G6BX0,3,NO_ANSWER,0,0,,Y
CALLUZLKDJAYK5,2025-07-14T12:06:36,AGGPP3SU,GH,CAMPX1945NQ4,LEAD2592FFQ2,3,CONNECTED,96,30,WRONG_NUMBER,Y
CALL0Z9LRQV50K,2025-07-14T12:21:40,AGC9YPC4,GH,CAMP7XVG0FN9,LEADK6HQIV92,1,NO_ANSWER,0,0,,Y
CALLU072JT8UD5,2025-07-14T12:25:33,AGO1XQOV,KE,CAMPVF1T2TAL,LEADTI1RIMVN,1,CONNECTED,41,17,NOT_INTERESTED,Y
CALL3FBLOS54GH,2025-07-14T12:26:12,AG81GX5Y,ZM,CAMPW2PCN9T8,LEADYHR3YFK8,3,BUSY,0,0,,Y
CALLUT4MG6BAIH,2025-07-14T12:36:01,AGCT71WB,GH,CAMP7XVG0FN9,LEADDDVXKKXO,2,RING,0,0,,Y
CALL4HMK6K6WV6,2025-07-14T12:50:51,AG0BJHPP,GH,CAMPX1945NQ4,LEADDMBJHY3M,1,CONNECTED,17,50,,Y
CALL03472KO4D5,2025-07-14T13:03:49,AGGPP3SU,GH,CAMPX1945NQ4,LEADJD2V1L1V,2,CONNECTED,35,13,NOT_INTERESTED,Y
CALL7DLGB1UHWD,2025-07-14T13:23:03,AG26XPJ2,GH,CAMP7XVG0FN9,LEADF9YECAZR,2,CONNECTED,70,48,NOT_INTERESTED,Y
CALLXI82P3TX0B,2025-07-14T13:23:27,AGVRO5X1,ZM,CAMPJIUJV6OH,LEADSCBZ95ZN,2,NO_ANSWER,0,0,,Y
CALLEOBHK89FBP,2025-07-14T13:24:35,AGTS03L3,GH,CAMP4V30T9NT,LEAD9TQVDZ4X,2,BUSY,0,0,,Y
CALLWZOZQ5B2FY,2025-07-14T13:24:51,AGO1XQOV,KE,CAMPLC58DRC1,LEADE24I1AGZ,1,CONNECTED,115,5,WRONG_NUMBER,Y
CALLVFY6829I4U,2025-07-14T13:35:52,AGN8Z79N,GH,CAMP4V30T9NT,LEADI4SP7QFQ,1,NO_ANSWER,0,0,,Y
CALLP0IM4H1AQZ,2025-07-14T13:58:15,AGBXQNQ7,UG,CAMPIBLJH75L,LEADT11F9I6U,1,NO_ANSWER,0,0,,Y
CALL761K1KE9AH,2025-07-14T14:13:00,AG59SHE9,ZM,CAMPJIUJV6OH,LEADW9MYYOKE,2,ABANDONED,0,0,,Y
CALLGWS1VB6847,2025-07-14T14:51:45,AGFBF4FK,GH,CAMP4V30T9NT,LEADZHWY9HEC,1,CONNECTED,10,55,NOT_INTERESTED,Y
CALLUNUI20PQ9R,2025-07-14T15:02:26,AG4HKSHR,UG,CAMPIBLJH75L,LEADQZW3C1QK,2,CONNECTED,315,56,CALLBACK,N
CALL8HZMPZLTQH,2025-07-14T15:05:26,AG29EUQ3,ZM,CAMPW2PCN9T8,LEADJSXFOH9M,4,NO_ANSWER,0,0,,Y
CALLW9UZ6MRXLC,2025-07-14T15:32:01,AGN8S7YV,KE,CAMPLC58DRC1,LEADNFCQML8Q,1,CONNECTED,19,19,NOT_INTERESTED,N
CALL3CSB4ABZGF,2025-07-14T15:33:45,AGB2RH73,ZM,CAMPW2PCN9T8,LEAD7FDRFQX7,1,NO_ANSWER,0,0,,Y
CALLKCSQ3I8ZRI,2025-07-14T15:42:08,AGLSXJXR,ZM,CAMPJIUJV6OH,LEAD4QGEFQJG,2,NO_ANSWER,0,0,,Y
CALLPWIEIVM33Y,2025-07-14T15:47:01,AGD9Y8Y0,KE,CAMPFD0TVBDI,LEAD6XVAJ2K8,1,BUSY,0,0,,Y
CALLH1WWS6FQZT,2025-07-14T16:02:33,AG9DVELY,ZM,CAMPW2PCN9T8,LEAD6T94OW3L,4,ABANDONED,0,0,,Y
CALLUBUHXHPHHI,2025-07-14T16:04:32,AGUNPU4E,UG,CAMPIBLJH75L,LEAD5GZPL1QW,3,CONNECTED,355,22,CALLBACK,Y
CALL8PDUT5FE4O,2025-07-14T16:14:44,AGJNJ0KX,ZM,CAMPJIUJV6OH,LEADW0P1Z00V,2,CONNECTED,10,5,OTHER,Y
CALLB8DL894FJ2,2025-07-14T16:15:32,AGABCZ7E,GH,CAMP7XVG0FN9,LEADNOEMQGY2,2,NO_ANSWER,0,0,,Y
CALLOR8Y05F1YW,2025-07-14T16:19:38,AGQUILTE,UG,CAMPIBLJH75L,LEADCJ1GNFIU,3,CONNECTED,18,22,CALLBACK,Y
CALLOCW2OKOQAU,2025-07-14T16:43:49,AG37PR5A,GH,CAMP7XVG0FN9,LEADJBG3K59S,1,NO_ANSWER,0,0,,Y
CALL3NQ6FXYPAY,2025-07-14T17:04:12,AGNJXCML,UG,CAMPJ5PHT0HL,LEADC1L7DYPM,1,CONNECTED,29,47,NOT_INTERESTED,Y
CALLTL7JMREVK3,2025-07-14T17:04:36,AG1QOOHF,KE,CAMPVF1T2TAL,LEAD7HY7AI33,3,ABANDONED,0,0,,Y
CALLCUS2E6XDMR,2025-07-14T17:31:47,AGCT71WB,GH,CAMP4V30T9NT,LEADABXW2EOW,1,RING,0,0,,N
CALL22OH8FZUO8,2025-07-14T17:34:24,AGNA46N0,GH,CAMPX1945NQ4,LEAD1R00Q0MF,2,NO_ANSWER,0,0,,N
CALLT87SPU31V3,2025-07-14T17:38:59,AGVEKT47,UG,CAMPIBLJH75L,LEADTYLPW71V,4,NO_ANSWER,0,0,,Y
CALL8749XE1VXD,2025-07-14T17:39:38,AG5H9H4Y,GH,CAMPX1945NQ4,LEADTGBCVARL,1,CONNECTED,275,74,NOT_INTERESTED,Y
CALL1QYC97BFLF,2025-07-14T17:54:56,AGVEKT47,UG,CAMPJ5PHT0HL,LEADPUT7SSOQ,1,NO_ANSWER,0,0,,Y
CALLGPK3Y8SF4F,2025-07-14T17:58:32,AGHZEDCJ,KE,CAMPPQK51FPK,LEADSR3JFYUS,1,NO_ANSWER,0,0,,Y
CALL56C79XWWDQ,2025-07-14T18:09:35,AGD3PYDR,UG,CAMPIBLJH75L,LEADVLHYL2LD,3,NO_ANSWER,0,0,,N
CALLHZVEFY89QR,2025-07-14T18:15:42,AGQ1RUCL,GH,CAMP7XVG0FN9,LEAD30POCR0V,2,BUSY,0,0,,Y
CALL4C8OMUXI4E,2025-07-14T18:19:34,AG1QOOHF,KE,CAMPFD0TVBDI,LEAD0HPMNZ1U,2,CONNECTED,125,55,NOT_INTERESTED,Y
CALL3RNFX47DTJ,2025-07-14T18:20:53,AG89NZHQ,UG,CAMPJ5PHT0HL,LEAD5R8MNQPV,2,NO_ANSWER,0,0,,Y
CALLVVQCDSNOQR,2025-07-14T18:23:48,AGIMNSCH,KE,CAMPXEPQ85JS,LEADB828192V,2,NO_ANSWER,0,0,,Y
CALLUYFLJWI7N5,2025-07-14T18:24:35,AG37PR5A,ZM,CAMPW2PCN9T8,LEADHNRIUU9K,3,NO_ANSWER,0,0,,Y
CALLPITSDS0CTT,2025-07-14T18:30:01,AG29EUQ3,ZM,CAMPW2PCN9T8,LEADN8QIX43I,5,CONNECTED,114,82,OTHER,N
CALL72T7ILP0E6,2025-07-14T18:38:03,AG29EUQ3,ZM,CAMPJIUJV6OH,LEADOS7YT2M6,2,NO_ANSWER,0,0,,Y
CALL36CJC0550M,2025-07-14T18:39:13,AG8Y3ON2,UG,CAMPIBLJH75L,LEAD8YC8GZKD,3,BUSY,0,0,,N
CALLWXIVWDD742,2025-07-14T19:20:43,AGX5S2U4,ZM,CAMPW2PCN9T8,LEADT4P501NO,3,CONNECTED,18,28,OTHER,Y
CALLIREXQWWFB4,2025-07-14T19:34:36,AG1QOOHF,KE,CAMPPQK51FPK,LEADXFEVMY1Q,2,CONNECTED,122,8,NOT_INTERESTED,Y
CALLWTCAKKJ2BS,2025-07-14T19:35:24,AGV1FFOF,GH,CAMP7XVG0FN9,LEAD6V3RZKDU,2,CONNECTED,83,5,NOT_INTERESTED,Y
CALLO52F0U4SUX,2025-07-14T19:39:32,AG26XPJ2,GH,CAMP7XVG0FN9,LEADG7L4LRCE,1,NO_ANSWER,0,0,,Y
CALLAI7S8BI9XD,2025-07-14T19:53:49,AG81GX5Y,ZM,CAMPW2PCN9T8,LEADFD340NXI,1,BUSY,0,0,,Y
CALLIYY4BVRBEA,2025-07-14T19:56:57,AGYVKP6E,KE,CAMPPQK51FPK,LEAD7E4UNY18,2,CONNECTED,176,6,NOT_INTERESTED,Y
CALLOD2ND6MLHB,2025-07-14T20:08:05,AGTB8VFQ,UG,CAMPJ5PHT0HL,LEAD2LGJ3S6O,5,CONNECTED,10,10,WRONG_NUMBER,Y
CALL68J9Z1H68I,2025-07-14T20:22:22,AGKHYB0R,KE,CAMPVF1T2TAL,LEADQ97RCQ6W,1,CONNECTED,40,105,NOT_INTERESTED,Y
CALLC9B6J2EVJH,2025-07-14T20:36:20,AGAXVFGI,KE,CAMPVF1T2TAL,LEADXXQ6MF5Q,1,CONNECTED,45,25,SALE,N
CALLR0OBQ1V5M4,2025-07-14T20:47:56,AGO7NQR3,GH,CAMPX1945NQ4,LEADI8QOAGSU,1,ABANDONED,0,0,,Y
CALLK61CTAIJQZ,2025-07-14T21:01:37,AG37A67E,ZM,CAMPW2PCN9T8,LEAD685OHM6X,1,BUSY,0,0,,Y
CALLKSUJ15PGL4,2025-07-14T21:03:49,AGZYKBB5,GH,CAMP7XVG0FN9,LEADSAJXXO9Z,1,CONNECTED,28,45,CALLBACK,Y
CALLT03IN5NAUZ,2025-07-14T21:10:55,AG26XPJ2,GH,CAMP7XVG0FN9,LEADFK7Y6QXD,1,CONNECTED,38,30,OTHER,Y
CALL04935YI2ZX,2025-07-14T22:08:08,AGKDM6Z6,KE,CAMPXEPQ85JS,LEADI3JSTY87,1,RING,0,0,,Y
CALL4XPCZ07AHC,2025-07-14T22:12:12,AGOXV6Y6,GH,CAMP4V30T9NT,LEADHE4H3GM1,3,CONNECTED,508,43,NOT_INTERESTED,Y
CALLQ0PR79MWA8,2025-07-14T22:16:18,AGQ9Y4YZ,UG,CAMPJ5PHT0HL,LEADHLTH11BL,1,ABANDONED,0,0,,Y
CALLI74Y89TQKF,2025-07-14T22:28:20,AGVRO5X1,ZM,CAMPW2PCN9T8,LEADVEOW0EF5,1,NO_ANSWER,0,0,,Y
CALLV9KLF2NCO4,2025-07-14T22:45:05,AGP62LTG,GH,CAMP4V30T9NT,LEAD1D5C21O6,1,NO_ANSWER,0,0,,Y
CALLOX2HNBLVBO,2025-07-14T23:27:00,AGNJXCML,ZM,CAMPW2PCN9T8,LEADEPPOLG5T,5,NO_ANSWER,0,0,,Y
CALLFLUO6PHYOV,2025-07-14T23:46:33,AGABCZ7E,GH,CAMPX1945NQ4,LEADQHAK7MDW,3,NO_ANSWER,0,0,,Y
CALLIQDYY3GDU4,2025-07-14T23:47:15,AG5U2691,UG,CAMPIBLJH75L,LEADEK2O7FHS,1,NO_ANSWER,0,0,,Y
CALLC8AZ532L9B,2025-07-15T00:13:07,AGNVMO1O,GH,CAMPX1945NQ4,LEADOTKZH4OE,2,CONNECTED,90,5,CALLBACK,Y
CALLR7UASS4RZ1,2025-07-15T00:14:15,AGOXV6Y6,GH,CAMP7XVG0FN9,LEAD5P7E1047,2,BUSY,0,0,,Y
CALL43PW8NWW6R,2025-07-15T00:25:32,AGV1FFOF,GH,CAMPX1945NQ4,LEADBY49E7EO,2,NO_ANSWER,0,0,,Y
CALL2IE555TS0W,2025-07-15T00:26:04,AGLSXJXR,ZM,CAMPJIUJV6OH,LEADADPZ9Q8S,2,NO_ANSWER,0,0,,Y
CALLK8K46QE0MC,2025-07-15T00:28:43,AG5H9H4Y,KE,CAMPVF1T2TAL,LEADX5DNSVBC,1,CONNECTED,21,30,NOT_INTERESTED,Y
CALLPYEVQ2WOY7,2025-07-15T00:35:27,AGFOL4VF,ZM,CAMPW2PCN9T8,LEADUHFJ7UPF,1,NO_ANSWER,0,0,,Y
CALLGWQ9O7OQYQ,2025-07-15T00:42:55,AG3H93SI,ZM,CAMPJIUJV6OH,LEAD53EGDD8M,4,NO_ANSWER,0,0,,Y
CALL9G2J6WCZJX,2025-07-15T00:48:31,AGIMNSCH,KE,CAMPVF1T2TAL,LEADH3U0RCOF,1,NO_ANSWER,0,0,,Y
CALLYLF89OAR9T,2025-07-15T00:55:24,AGNVMO1O,GH,CAMP7XVG0FN9,LEAD5YRWVTKH,1,NO_ANSWER,0,0,,Y
CALLDPMYQYRERE,2025-07-15T00:56:32,AGX5S2U4,ZM,CAMPJIUJV6OH,LEADRP59YEQ9,2,CONNECTED,204,9,OTHER,Y
